"MAE","sample_idx"
0.015940308570861816,640
0.01591205596923828,709
0.015780925750732422,692
0.015617847442626953,838
0.015603721141815186,186
0.015585541725158691,951
0.015569567680358887,676
0.015566110610961914,74
0.015384554862976074,647
0.015382945537567139,435
0.015291333198547363,725
0.01527249813079834,420
0.015250444412231445,948
0.015190601348876953,117
0.015165090560913086,370
0.01508951187133789,785
0.01504671573638916,53
0.015037000179290771,109
0.01503288745880127,44
0.015018343925476074,349
0.014933466911315918,629
0.014927029609680176,696
0.01484978199005127,993
0.01480942964553833,138
0.01480013132095337,969
0.014753103256225586,378
0.014749467372894287,653
0.014748930931091309,283
0.014739811420440674,162
0.014729499816894531,560
0.014708280563354492,7
0.014691412448883057,939
0.014684498310089111,373
0.014623761177062988,383
0.014563679695129395,233
0.014529109001159668,573
0.0145188570022583,77
0.01445859670639038,238
0.014444351196289062,641
0.014424562454223633,195
0.014423370361328125,878
0.014413297176361084,45
0.014413058757781982,819
0.014406383037567139,390
0.014378726482391357,447
0.01434248685836792,704
0.01432889699935913,315
0.01432192325592041,223
0.014303445816040039,84
0.01428157091140747,814
0.014279007911682129,907
0.014204323291778564,219
0.01419675350189209,740
0.014174282550811768,916
0.014084458351135254,384
0.01405400037765503,697
0.014047622680664062,443
0.01397174596786499,986
0.013951122760772705,833
0.013916015625,380
0.013864576816558838,509
0.01383662223815918,189
0.01382148265838623,361
0.01380854845046997,906
0.01380699872970581,889
0.013782143592834473,399
0.01373070478439331,210
0.013712763786315918,543
0.01371145248413086,488
0.01368248462677002,287
0.013678789138793945,460
0.013667523860931396,982
0.013664484024047852,20
0.013624787330627441,136
0.013607800006866455,791
0.013571023941040039,773
0.013570606708526611,609
0.013505101203918457,897
0.013485729694366455,333
0.013463973999023438,724
0.013435423374176025,422
0.013411462306976318,336
0.013406991958618164,991
0.013395845890045166,563
0.013385355472564697,245
0.013383448123931885,983
0.013369143009185791,170
0.013329744338989258,472
0.01327061653137207,332
0.013244867324829102,680
0.013233006000518799,866
0.013187170028686523,705
0.013162553310394287,806
0.013156414031982422,947
0.01314324140548706,367
0.01312333345413208,635
0.013121843338012695,225
0.01311039924621582,268
0.01308131217956543,775
0.0130653977394104,858
